City_Code,Accomodation_Type,Reco_Insurance_Type,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,Age
C20,Rented,Individual,No,X2,5.0,3.0,22,4600.0,0,23
C12,Rented,Individual,No,X1,5.0,2.0,12,11940.0,0,37
C1,Rented,Individual,No,X3,4.0,4.0,22,15432.0,0,67
C3,Owned,Individual,No,X1,7.0,3.0,19,15360.0,0,61
C16,Rented,Individual,No,X2,5.0,3.0,21,4856.0,0,23
C13,Owned,Joint,Yes,X6,15.0,4.0,10,19712.0,0,50
C33,Rented,Individual,No,X3,5.0,3.0,2,9744.0,0,26
C3,Rented,Individual,No,X1,6.0,3.0,8,9680.0,0,29
C17,Rented,Individual,No,X1,3.0,3.0,20,13220.0,0,48
C5,Owned,Individual,No,X1,15.0,3.0,20,17808.0,1,52
C2,Rented,Individual,No,X2,5.0,1.0,3,17888.0,0,52
C6,Owned,Individual,No,X2,5.0,3.0,21,14190.0,0,52
C20,Owned,Individual,No,X1,4.0,2.0,17,7152.0,0,27
C3,Rented,Individual,No,X4,5.0,3.0,17,5664.0,1,19
C1,Owned,Individual,No,X1,2.0,2.0,20,21046.0,1,70
C11,Owned,Individual,No,X4,6.0,3.0,5,17612.0,1,61
C4,Owned,Individual,No,X2,3.0,3.0,7,10400.0,0,30
C6,Owned,Individual,No,X1,2.0,2.0,22,17808.0,1,50
C4,Owned,Individual,No,X3,2.0,1.0,1,11792.0,0,51
C3,Owned,Individual,No,X1,3.0,1.0,17,12402.0,1,35
C7,Owned,Individual,No,X4,5.0,3.0,2,11260.0,0,47
C11,Rented,Individual,No,X1,5.0,3.0,19,5328.0,0,24
C2,Owned,Joint,Yes,X2,4.0,3.0,18,18480.0,0,39
C8,Rented,Individual,No,X1,5.0,3.0,12,4002.0,1,19
C2,Owned,Individual,No,X2,15.0,4.0,17,13224.0,0,66
C6,Rented,Individual,No,X3,5.0,3.0,16,12200.0,0,59
C8,Rented,Individual,No,X4,15.0,2.0,13,17024.0,0,75
C1,Rented,Joint,Yes,X3,1.0,3.0,19,25155.0,0,66
C17,Rented,Individual,No,X1,5.0,1.0,22,4984.0,0,26
C1,Owned,Individual,No,X5,15.0,3.0,18,18004.0,0,56
C4,Rented,Individual,No,X2,5.0,3.0,18,6972.0,0,23
C2,Rented,Individual,No,X1,2.0,3.0,21,11920.0,0,44
C10,Owned,Individual,No,X2,5.0,3.0,18,14586.0,0,45
C24,Owned,Individual,No,X4,15.0,1.0,16,14388.0,0,57
C18,Owned,Joint,Yes,X1,5.0,3.0,1,15667.2,0,52
C11,Rented,Individual,No,X4,5.0,2.0,17,14880.0,0,66
C7,Owned,Individual,No,X4,4.0,3.0,22,7284.0,0,30
C1,Owned,Individual,No,X3,15.0,3.0,14,13464.0,0,55
C4,Rented,Individual,No,X3,5.0,3.0,16,5048.0,0,20
C7,Owned,Individual,No,X3,13.0,1.0,2,5380.0,0,33
C2,Rented,Individual,No,X3,5.0,3.0,17,4248.0,0,22
C10,Owned,Individual,No,X4,15.0,4.0,21,16796.0,0,69
C3,Rented,Individual,No,X1,5.0,3.0,18,5448.0,0,22
C3,Owned,Individual,No,X1,2.0,1.0,2,10304.0,1,45
C1,Owned,Joint,Yes,X2,5.0,3.0,22,23310.0,0,58
C11,Rented,Individual,No,X1,5.0,3.0,20,9884.0,0,21
C28,Owned,Individual,No,X3,1.0,3.0,22,19020.0,0,61
C5,Owned,Individual,No,X1,9.0,3.0,18,15648.0,0,45
C2,Owned,Individual,No,X1,12.0,2.0,3,18228.0,0,55
C3,Owned,Individual,No,X1,5.0,3.0,12,15568.0,0,75
C27,Owned,Individual,No,X2,5.0,3.0,17,12880.0,1,34
C17,Rented,Individual,No,X1,15.0,2.0,1,10728.0,0,36
C6,Owned,Individual,No,X2,15.0,1.0,20,19200.0,1,75
C1,Owned,Joint,Yes,X3,5.0,3.0,8,29786.4,0,75
C8,Owned,Individual,No,X2,9.0,3.0,21,21420.0,0,71
C1,Owned,Individual,No,X1,5.0,3.0,15,10998.0,1,45
C5,Owned,Individual,No,X4,13.0,2.0,2,9024.0,0,42
C4,Owned,Individual,No,X2,5.0,3.0,12,19764.0,0,75
C4,Owned,Individual,No,X6,5.0,3.0,16,13376.0,0,51
C9,Rented,Individual,No,X4,5.0,3.0,21,12280.0,0,37
C4,Owned,Individual,No,X1,15.0,3.0,8,21600.0,0,75
C16,Rented,Individual,No,X2,7.0,3.0,7,10548.0,0,38
C16,Owned,Individual,No,X6,5.0,3.0,1,13354.0,0,64
C10,Rented,Individual,No,X1,2.0,1.0,2,15960.0,0,43
C4,Rented,Individual,No,X1,5.0,3.0,6,8680.0,0,24
C13,Rented,Individual,No,X3,1.0,3.0,10,9030.0,1,32
C5,Rented,Joint,Yes,X4,5.0,3.0,10,21098.0,0,41
C4,Rented,Individual,No,X2,5.0,3.0,5,10352.0,0,20
C7,Owned,Individual,No,X5,14.0,2.0,17,15072.0,1,56
C2,Rented,Individual,No,X2,6.0,3.0,22,8016.0,0,27
C3,Owned,Individual,No,X3,6.0,3.0,9,8848.0,0,27
C26,Owned,Individual,No,X1,7.0,3.0,21,20352.0,1,66
C1,Rented,Joint,Yes,X1,7.0,4.0,18,21636.0,0,55
C16,Owned,Individual,No,X1,5.0,3.0,20,7272.0,0,26
C1,Owned,Joint,Yes,X1,15.0,3.0,16,24318.0,0,69
C16,Rented,Individual,No,X1,5.0,3.0,19,6570.0,1,19
C12,Rented,Individual,No,X1,5.0,3.0,16,14872.0,0,39
C9,Owned,Individual,No,X1,1.0,4.0,1,8880.0,0,28
C28,Owned,Individual,No,X2,5.0,3.0,21,14124.0,0,53
C19,Rented,Individual,No,X2,5.0,3.0,2,5288.0,0,22
C3,Rented,Individual,No,X4,1.0,1.0,19,9996.0,1,38
C2,Owned,Individual,No,X1,5.0,3.0,18,21046.0,0,65
C1,Rented,Joint,Yes,X1,5.0,3.0,15,22131.2,0,45
C8,Rented,Individual,No,X3,5.0,3.0,16,10288.0,0,25
C6,Owned,Individual,No,X2,12.0,4.0,22,16968.0,0,75
C26,Rented,Joint,Yes,X4,2.0,1.0,16,24624.0,1,67
C3,Rented,Individual,No,X1,5.0,3.0,5,5064.0,1,29
C19,Owned,Joint,No,X2,5.0,3.0,2,16902.0,0,25
C3,Rented,Individual,No,X5,5.0,3.0,16,11682.0,0,25
C2,Rented,Individual,No,X1,5.0,3.0,20,11088.0,1,26
C4,Owned,Individual,No,X1,1.0,3.0,5,15264.0,0,45
C3,Rented,Individual,No,X3,1.0,4.0,21,7584.0,0,25
C1,Owned,Joint,Yes,X1,5.0,3.0,12,21599.2,0,62
C8,Owned,Individual,No,X1,3.0,4.0,17,11448.0,1,42
C2,Rented,Individual,No,X4,4.0,4.0,13,10620.0,1,26
C9,Owned,Joint,Yes,X4,5.0,3.0,4,13148.8,0,42
C1,Owned,Individual,No,X1,15.0,3.0,8,15024.0,1,62
C3,Owned,Individual,No,X1,5.0,3.0,17,11502.0,0,53
C1,Owned,Joint,Yes,X3,4.0,1.0,16,21036.4,0,47
C19,Owned,Joint,Yes,X1,1.0,3.0,19,19290.0,0,45
C8,Rented,Individual,No,X1,5.0,3.0,2,7824.0,0,22
C4,Rented,Individual,No,X3,1.0,3.0,21,10416.0,0,24
C27,Rented,Individual,No,X4,6.0,2.0,10,6310.0,0,27
C3,Rented,Individual,No,X1,5.0,3.0,21,13178.0,0,55
C25,Owned,Individual,No,X1,5.0,3.0,20,9392.0,0,34
C3,Rented,Individual,No,X2,4.0,3.0,18,7620.0,0,38
C34,Rented,Individual,No,X5,15.0,2.0,6,15392.0,0,73
C2,Rented,Individual,No,X1,3.0,4.0,18,12240.0,0,30
C1,Owned,Joint,No,X7,6.0,3.0,16,25536.0,1,67
C9,Owned,Individual,No,X3,5.0,3.0,17,7476.0,0,25
C1,Owned,Joint,Yes,X5,15.0,1.0,8,31600.8,0,75
C16,Owned,Individual,No,X4,7.0,3.0,8,13508.0,0,44
C21,Owned,Individual,No,X1,1.0,2.0,13,15912.0,1,68
C15,Owned,Individual,No,X2,2.0,1.0,19,16296.0,0,42
C3,Owned,Joint,Yes,X2,10.0,3.0,17,21528.0,0,58
C1,Owned,Individual,No,X1,5.0,3.0,17,8680.0,0,41
C4,Owned,Individual,No,X3,13.0,1.0,22,23086.0,0,74
C4,Owned,Individual,No,X4,15.0,3.0,22,16940.0,0,55
C18,Owned,Joint,Yes,X2,2.0,1.0,22,20297.2,1,49
C3,Owned,Individual,No,X1,11.0,2.0,17,17472.0,0,51
C2,Owned,Individual,No,X3,9.0,3.0,22,21472.0,0,65
C1,Rented,Individual,No,X1,5.0,1.0,19,11898.0,0,45
C1,Owned,Joint,Yes,X1,5.0,3.0,5,18900.0,0,34
C4,Owned,Individual,No,X5,5.0,3.0,22,17584.0,1,68
C3,Owned,Joint,Yes,X1,2.0,3.0,19,16605.0,0,53
C2,Rented,Individual,No,X1,5.0,3.0,18,12120.0,0,42
C15,Owned,Individual,No,X2,5.0,3.0,14,11540.0,0,59
C5,Rented,Individual,No,X1,5.0,3.0,22,8244.0,0,23
C2,Rented,Joint,Yes,X1,5.0,3.0,22,27792.8,0,52
C12,Owned,Joint,Yes,X4,1.0,3.0,17,25914.0,0,75
C1,Rented,Individual,No,X2,5.0,3.0,22,9450.0,1,36
C21,Owned,Individual,No,X1,5.0,3.0,10,17808.0,1,50
C4,Rented,Individual,No,X2,5.0,3.0,13,12888.0,1,63
C1,Owned,Individual,No,X4,5.0,3.0,18,9072.0,0,40
C23,Rented,Individual,No,X1,5.0,3.0,20,5528.0,0,20
C2,Rented,Individual,No,X4,5.0,3.0,3,8364.0,1,31
C10,Owned,Individual,No,X6,6.0,3.0,18,15744.0,0,46
C21,Owned,Individual,No,X1,8.0,3.0,5,14664.0,0,57
C2,Rented,Individual,No,X3,5.0,3.0,13,6720.0,0,24
C15,Owned,Individual,No,X2,5.0,3.0,22,10432.0,1,29
C5,Owned,Individual,No,X3,4.0,1.0,16,5416.0,0,24
C1,Owned,Joint,Yes,X8,15.0,4.0,13,19500.8,0,37
C22,Rented,Individual,No,X2,5.0,3.0,18,18116.0,0,54
C10,Owned,Individual,No,X3,5.0,3.0,21,12716.0,0,59
C1,Owned,Individual,No,X4,14.0,4.0,17,11780.0,0,59
C1,Owned,Individual,No,X1,5.0,3.0,17,21952.0,0,62
C8,Owned,Individual,No,X5,7.0,3.0,7,6410.0,1,31
C18,Rented,Individual,No,X1,1.0,1.0,16,7812.0,1,22
C9,Rented,Individual,No,X2,5.0,4.0,17,10288.0,0,26
C1,Owned,Individual,No,X2,5.0,3.0,16,13618.0,0,35
C1,Owned,Individual,No,X1,7.0,3.0,17,14664.0,0,60
C4,Rented,Individual,No,X1,5.0,3.0,16,6450.0,1,34
C11,Owned,Individual,No,X3,15.0,1.0,19,14016.0,1,64
C9,Owned,Individual,No,X2,3.0,3.0,10,12366.0,1,28
C1,Owned,Individual,No,X4,5.0,3.0,14,12006.0,1,47
C25,Rented,Joint,No,X4,5.0,3.0,22,23904.0,0,41
C3,Rented,Individual,No,X1,5.0,3.0,7,7788.0,0,26
C10,Rented,Individual,No,X1,5.0,3.0,12,15548.0,0,48
C3,Owned,Individual,No,X2,7.0,2.0,22,5064.0,0,27
C14,Rented,Individual,No,X2,3.0,1.0,8,9100.0,0,44
C13,Rented,Individual,No,X3,5.0,3.0,4,16978.0,0,47
C6,Owned,Individual,No,X2,5.0,3.0,4,9776.0,0,31
C19,Owned,Joint,No,X1,5.0,1.0,2,19404.0,0,38
C5,Owned,Individual,No,X2,5.0,3.0,19,18900.0,0,57
C33,Owned,Joint,Yes,X2,11.0,1.0,1,22668.8,0,61
C4,Owned,Individual,No,X1,15.0,3.0,9,23112.0,0,73
C20,Owned,Individual,No,X1,15.0,3.0,22,22176.0,0,75
C27,Owned,Joint,Yes,X1,1.0,4.0,21,10029.6,1,33
C2,Owned,Individual,No,X2,5.0,3.0,22,8280.0,1,31
C8,Rented,Individual,No,X1,5.0,3.0,16,16464.0,0,42
C22,Rented,Individual,No,X1,4.0,3.0,8,23004.0,1,75
C7,Rented,Individual,No,X4,5.0,3.0,13,7572.0,0,19
C1,Owned,Joint,Yes,X3,5.0,3.0,19,23007.6,0,50
C23,Rented,Individual,No,X2,5.0,3.0,17,10542.0,0,20
C13,Owned,Individual,No,X1,5.0,3.0,6,9198.0,1,26
C9,Owned,Joint,Yes,X1,15.0,3.0,17,21730.8,0,52
C3,Owned,Joint,Yes,X4,4.0,1.0,2,21920.0,0,41
C2,Owned,Individual,No,X1,6.0,3.0,21,15262.0,1,63
C9,Owned,Individual,No,X1,5.0,3.0,19,14232.0,0,48
C2,Owned,Joint,No,X2,8.0,1.0,22,12079.2,1,33
C1,Owned,Individual,No,X3,6.0,3.0,18,13680.0,1,51
C19,Rented,Individual,No,X1,5.0,3.0,15,7560.0,1,20
C15,Owned,Joint,Yes,X4,8.0,1.0,16,10320.0,0,30
C15,Rented,Individual,No,X1,5.0,3.0,2,6550.0,0,21
C17,Owned,Individual,No,X2,5.0,1.0,22,9142.0,1,36
C20,Rented,Individual,No,X1,5.0,3.0,22,5336.0,1,22
C1,Owned,Joint,Yes,X1,1.0,3.0,21,31449.6,0,75
C2,Rented,Individual,No,X2,5.0,3.0,11,7584.0,0,24
C23,Rented,Individual,No,X4,5.0,3.0,18,6960.0,0,22
C17,Owned,Individual,No,X5,2.0,1.0,12,17220.0,0,50
C3,Owned,Joint,No,X6,2.0,4.0,14,22176.0,0,55
C5,Owned,Joint,No,X2,5.0,3.0,22,30510.0,0,75
C3,Rented,Individual,No,X1,5.0,3.0,16,8472.0,0,30
C13,Rented,Individual,No,X4,5.0,3.0,10,10656.0,0,31
C20,Rented,Joint,Yes,X3,5.0,3.0,17,32778.0,0,75
C8,Rented,Individual,No,X1,4.0,3.0,21,10512.0,1,41
C16,Rented,Joint,Yes,X4,1.0,1.0,16,21056.0,1,41
C3,Rented,Individual,No,X4,6.0,1.0,19,8412.0,1,29
C2,Owned,Individual,No,X3,15.0,3.0,11,13944.0,0,60
C3,Owned,Individual,No,X1,5.0,3.0,18,12160.0,0,53
C6,Rented,Individual,No,X2,5.0,3.0,13,8918.0,1,19
C19,Rented,Individual,No,X1,1.0,1.0,16,20992.0,1,65
C1,Owned,Joint,Yes,X1,10.0,4.0,17,27552.0,0,69
C22,Rented,Individual,No,X3,8.0,3.0,21,4776.0,0,29
C6,Rented,Joint,Yes,X1,1.0,1.0,20,12345.6,0,33
C11,Owned,Joint,Yes,X2,1.0,3.0,21,11904.0,1,32
C1,Owned,Individual,No,X1,2.0,2.0,19,17864.0,0,71
C3,Owned,Individual,No,X3,10.0,3.0,18,19744.0,0,71
C1,Rented,Individual,No,X1,1.0,3.0,13,12042.0,0,33
C3,Owned,Individual,No,X2,5.0,3.0,15,5900.0,1,26
C1,Owned,Joint,Yes,X2,8.0,4.0,22,27417.6,1,65
C15,Rented,Joint,Yes,X1,8.0,1.0,19,19650.4,0,41
C1,Rented,Individual,No,X1,5.0,3.0,8,9842.0,0,19
C5,Rented,Individual,No,X1,5.0,3.0,20,7140.0,0,24
C34,Owned,Joint,Yes,X1,3.0,3.0,6,17556.0,0,51
C8,Rented,Individual,No,X1,2.0,1.0,16,10500.0,0,28
C1,Rented,Individual,No,X1,5.0,4.0,8,5656.0,0,25
C11,Owned,Joint,Yes,X1,13.0,1.0,19,14291.2,0,38
C6,Rented,Individual,No,X1,5.0,3.0,18,12368.0,0,20
C2,Owned,Individual,No,X2,5.0,3.0,22,10752.0,0,27
C19,Owned,Individual,No,X1,7.0,1.0,16,20224.0,0,75
C2,Owned,Individual,No,X3,11.0,3.0,22,15246.0,0,57
C10,Owned,Individual,No,X4,1.0,2.0,16,16380.0,0,55
C2,Rented,Individual,No,X3,13.0,2.0,14,13948.0,0,41
C10,Owned,Individual,No,X1,2.0,3.0,18,14278.0,1,43
C17,Owned,Individual,No,X5,3.0,2.0,22,16692.0,0,58
C9,Rented,Individual,No,X2,4.0,3.0,4,12680.0,0,39
C1,Rented,Individual,No,X3,5.0,3.0,17,4332.0,0,21
C1,Rented,Individual,No,X1,4.0,1.0,13,12078.0,0,37
C4,Rented,Individual,No,X1,5.0,3.0,20,7872.0,0,25
C1,Owned,Individual,No,X1,15.0,4.0,20,15876.0,0,65
C14,Rented,Individual,No,X4,1.0,1.0,20,8016.0,1,25
C4,Owned,Individual,No,X1,5.0,3.0,8,6340.0,1,25
C2,Owned,Joint,Yes,X2,4.0,3.0,13,17514.0,0,35
C5,Owned,Individual,No,X4,5.0,3.0,19,15576.0,0,53
C7,Owned,Individual,No,X2,15.0,3.0,21,10602.0,0,45
C22,Rented,Individual,No,X1,1.0,1.0,21,11844.0,0,49
C1,Owned,Joint,Yes,X2,5.0,3.0,22,23772.0,0,70
C2,Owned,Individual,No,X1,14.0,4.0,17,23868.0,1,75
C4,Rented,Individual,No,X1,10.0,1.0,12,5770.0,1,33
C6,Owned,Individual,No,X1,15.0,4.0,18,20876.0,0,75
C14,Rented,Individual,No,X1,5.0,3.0,21,13926.0,1,39
C4,Owned,Individual,No,X1,6.0,4.0,17,21600.0,1,70
C1,Owned,Individual,No,X2,5.0,3.0,22,8218.0,0,32
C2,Rented,Individual,No,X4,1.0,3.0,3,9996.0,0,37
C3,Owned,Individual,No,X3,3.0,3.0,14,19080.0,0,57
C9,Owned,Individual,No,X6,5.0,3.0,14,15390.0,0,58
C1,Owned,Joint,Yes,X5,14.0,3.0,22,23772.0,0,55
C7,Owned,Joint,No,X1,1.0,1.0,19,34252.8,0,75
C1,Owned,Joint,Yes,X1,2.0,4.0,17,24029.6,0,74
C1,Rented,Individual,No,X5,5.0,3.0,18,11466.0,0,25
C11,Rented,Individual,No,X1,5.0,3.0,19,20910.0,1,68
C1,Owned,Individual,No,X1,5.0,3.0,17,8806.0,1,42
C20,Rented,Individual,No,X4,7.0,3.0,1,5060.0,0,27
C2,Owned,Joint,Yes,X1,5.0,3.0,11,13608.0,0,38
C10,Rented,Individual,No,X1,5.0,3.0,16,6610.0,0,24
C1,Rented,Joint,No,X1,13.0,3.0,7,20896.0,1,46
C2,Rented,Individual,No,X1,9.0,3.0,22,18144.0,0,75
C2,Owned,Individual,No,X2,5.0,3.0,14,7416.0,1,22
C1,Rented,Individual,No,X4,5.0,3.0,21,10096.0,0,26
C14,Owned,Joint,Yes,X1,5.0,1.0,18,12700.8,0,32
C1,Rented,Individual,No,X2,5.0,3.0,15,13500.0,1,57
C1,Owned,Individual,No,X1,5.0,3.0,22,13360.0,1,44
C14,Owned,Individual,No,X1,5.0,3.0,18,16800.0,0,53
C10,Rented,Individual,No,X1,5.0,3.0,2,8638.0,0,30
C24,Owned,Individual,No,X2,5.0,3.0,16,20256.0,0,61
C2,Owned,Joint,Yes,X2,6.0,3.0,18,24876.8,1,67
C10,Rented,Individual,No,X1,1.0,1.0,16,9506.0,1,22
C15,Owned,Individual,No,X6,5.0,3.0,12,15340.0,0,46
C10,Owned,Individual,No,X5,5.0,3.0,21,8688.0,0,28
C14,Owned,Individual,No,X1,4.0,2.0,18,20304.0,0,73
C3,Rented,Individual,No,X6,2.0,1.0,22,7080.0,0,23
C3,Rented,Individual,No,X3,8.0,4.0,18,15840.0,0,50
C17,Rented,Individual,No,X3,5.0,3.0,1,5970.0,0,22
C3,Rented,Individual,No,X1,5.0,3.0,21,7920.0,0,30
C13,Owned,Individual,No,X2,5.0,3.0,6,11720.0,0,45
C25,Owned,Individual,No,X1,8.0,2.0,20,17052.0,1,50
C17,Rented,Individual,No,X2,5.0,3.0,17,12150.0,0,26
C11,Rented,Individual,No,X3,15.0,2.0,20,11540.0,0,41
C11,Rented,Individual,No,X1,5.0,3.0,16,3714.0,0,21
C3,Rented,Individual,No,X1,3.0,3.0,18,19208.0,0,58
C15,Owned,Individual,No,X1,2.0,3.0,21,19628.0,1,53
C9,Rented,Individual,No,X1,3.0,1.0,19,15092.0,0,51
C3,Rented,Individual,No,X5,2.0,4.0,17,10656.0,1,33
C13,Rented,Joint,No,X1,5.0,4.0,17,26998.4,1,53
C32,Owned,Individual,No,X2,5.0,3.0,7,10530.0,1,28
C2,Owned,Joint,No,X1,5.0,3.0,22,32320.4,1,75
C4,Owned,Individual,No,X2,1.0,1.0,16,13552.0,1,60
C3,Rented,Individual,No,X1,5.0,3.0,16,8196.0,0,30
C2,Owned,Individual,No,X2,15.0,2.0,17,18030.0,0,73
C2,Owned,Individual,No,X2,5.0,3.0,3,18340.0,0,55
C19,Owned,Joint,Yes,X1,2.0,1.0,2,25074.0,0,56
C4,Rented,Joint,Yes,X1,5.0,3.0,1,24528.0,0,54
C4,Rented,Individual,No,X4,3.0,3.0,10,6240.0,0,31
C3,Rented,Individual,No,X2,2.0,3.0,21,5480.0,1,24
C5,Owned,Individual,No,X4,2.0,1.0,1,12520.0,0,32
C21,Rented,Joint,No,X1,5.0,3.0,15,15000.0,1,47
C6,Rented,Individual,No,X4,5.0,3.0,22,4026.0,1,19
C15,Rented,Individual,No,X3,4.0,4.0,22,8004.0,0,36
C11,Owned,Individual,No,X1,5.0,3.0,12,19040.0,0,68
C11,Rented,Joint,No,X1,2.0,1.0,19,16307.2,0,35
C4,Owned,Individual,No,X1,5.0,3.0,18,11780.0,0,37
C9,Rented,Individual,No,X1,6.0,1.0,21,8596.0,0,40
C16,Rented,Individual,No,X3,5.0,3.0,19,10976.0,0,21
C13,Rented,Individual,No,X4,5.0,3.0,4,7308.0,0,28
C3,Owned,Joint,Yes,X3,5.0,1.0,16,18691.2,0,54
C9,Rented,Individual,No,X1,1.0,1.0,19,13816.0,1,35
C12,Rented,Individual,No,X2,1.0,3.0,12,14828.0,1,37
C4,Rented,Individual,No,X2,2.0,1.0,17,19680.0,1,58
C19,Rented,Individual,No,X2,4.0,1.0,1,9632.0,0,31
C13,Rented,Individual,No,X1,1.0,2.0,17,5056.0,0,23
C19,Owned,Individual,No,X1,1.0,2.0,17,14454.0,1,36
C1,Owned,Individual,No,X3,15.0,1.0,19,15340.0,0,61
C6,Rented,Individual,No,X2,15.0,3.0,17,16576.0,0,56
C20,Owned,Individual,No,X8,1.0,3.0,21,14088.0,1,62
C1,Owned,Individual,No,X1,5.0,3.0,19,14404.0,0,55
C13,Rented,Individual,No,X1,2.0,1.0,10,12880.0,0,35
C23,Rented,Individual,No,X1,5.0,3.0,22,6290.0,1,21
C1,Rented,Individual,No,X1,2.0,3.0,16,9058.0,0,34
C1,Rented,Individual,No,X4,1.0,2.0,16,5080.0,0,24
C2,Owned,Joint,No,X1,7.0,2.0,17,21221.2,1,60
C11,Owned,Joint,Yes,X2,13.0,3.0,5,25728.0,0,46
C6,Owned,Individual,No,X1,6.0,3.0,1,14040.0,0,60
C2,Owned,Joint,Yes,X2,5.0,3.0,3,25097.6,0,60
C2,Rented,Joint,Yes,X1,5.0,3.0,22,10944.0,1,27
C26,Rented,Joint,No,X1,5.0,3.0,12,19843.2,0,43
C6,Rented,Individual,No,X4,5.0,3.0,18,7980.0,0,26
C1,Owned,Joint,Yes,X1,2.0,4.0,5,23155.2,0,66
C4,Rented,Individual,No,X4,7.0,3.0,20,8610.0,0,36
C4,Rented,Individual,No,X3,1.0,2.0,22,9464.0,1,25
C4,Rented,Individual,No,X6,15.0,3.0,22,16980.0,0,58
C9,Owned,Individual,No,X4,7.0,3.0,18,14880.0,0,56
C5,Owned,Individual,No,X1,15.0,2.0,20,10128.0,0,43
C5,Rented,Individual,No,X2,5.0,3.0,20,16874.0,1,66
C18,Owned,Joint,Yes,X1,3.0,2.0,12,22387.2,1,40
C1,Owned,Joint,Yes,X4,10.0,4.0,21,22932.0,0,73
C2,Owned,Individual,No,X1,7.0,2.0,2,15576.0,0,63
C2,Owned,Joint,Yes,X6,15.0,1.0,2,19008.0,0,48
C10,Rented,Individual,No,X3,5.0,3.0,19,14146.0,0,42
C4,Rented,Individual,No,X1,5.0,3.0,15,2668.0,0,19
C1,Owned,Individual,No,X1,5.0,1.0,19,13340.0,0,34
C1,Rented,Individual,No,X1,4.0,3.0,16,11754.0,0,27
C10,Rented,Individual,No,X3,5.0,3.0,15,8568.0,0,28
C2,Owned,Individual,No,X1,6.0,1.0,21,10368.0,0,47
C9,Rented,Individual,No,X1,3.0,3.0,22,4632.0,0,24
C1,Owned,Joint,Yes,X1,5.0,3.0,7,30464.0,0,75
C2,Owned,Individual,No,X1,5.0,3.0,3,9702.0,0,31
C17,Owned,Individual,No,X1,3.0,1.0,19,15886.0,1,62
C15,Owned,Joint,No,X4,8.0,4.0,15,24102.4,1,66
C5,Owned,Individual,No,X1,5.0,3.0,1,7020.0,0,24
C6,Rented,Individual,No,X4,5.0,3.0,1,5760.0,0,22
C2,Owned,Individual,No,X1,5.0,3.0,22,19440.0,0,66
C1,Owned,Joint,Yes,X1,5.0,3.0,17,21276.0,1,65
C9,Rented,Joint,Yes,X4,4.0,3.0,9,14761.6,1,30
C2,Rented,Individual,No,X2,9.0,1.0,11,14586.0,1,62
C15,Owned,Individual,No,X2,4.0,1.0,2,14424.0,0,50
C2,Owned,Individual,No,X1,5.0,4.0,3,21120.0,0,75
C11,Owned,Joint,Yes,X1,15.0,2.0,19,26418.0,0,75
C15,Owned,Individual,No,X1,5.0,3.0,19,15288.0,0,47
C6,Owned,Individual,No,X1,4.0,3.0,15,9936.0,0,26
C19,Owned,Individual,No,X1,5.0,3.0,2,16436.0,0,75
C2,Rented,Joint,Yes,X1,5.0,3.0,11,9525.0,0,32
C21,Owned,Joint,Yes,X4,5.0,3.0,17,23166.0,0,39
C10,Owned,Joint,Yes,X2,1.0,1.0,18,29785.6,0,48
C2,Rented,Individual,No,X2,5.0,3.0,18,7800.0,0,25
C10,Owned,Individual,No,X1,5.0,3.0,2,8436.0,0,30
C4,Rented,Individual,No,X1,2.0,1.0,18,11056.0,0,43
C28,Owned,Individual,No,X1,9.0,3.0,1,20016.0,0,75
C18,Rented,Joint,Yes,X4,5.0,3.0,12,11622.8,0,25
C7,Owned,Individual,No,X5,15.0,2.0,20,12360.0,0,40
C4,Rented,Individual,No,X1,4.0,3.0,10,12660.0,0,58
C21,Owned,Joint,Yes,X5,2.0,3.0,14,13305.6,0,40
C7,Owned,Joint,Yes,X3,5.0,3.0,1,19530.0,0,49
C2,Rented,Individual,No,X2,5.0,3.0,18,4146.0,0,21
C20,Rented,Individual,No,X3,15.0,4.0,4,12496.0,0,45
C3,Owned,Individual,No,X4,5.0,3.0,21,14520.0,0,49
C2,Owned,Individual,No,X1,5.0,3.0,3,9772.0,0,44
C19,Rented,Joint,Yes,X1,5.0,3.0,1,8400.0,0,26
C2,Owned,Individual,No,X2,12.0,2.0,17,10476.0,0,32
C11,Rented,Individual,No,X2,8.0,1.0,16,15648.0,0,51
C9,Rented,Individual,No,X1,5.0,3.0,22,6660.0,0,26
C13,Rented,Individual,No,X1,2.0,2.0,20,13240.0,0,32
C17,Rented,Individual,No,X1,6.0,1.0,22,21692.0,0,72
C7,Owned,Individual,No,X3,5.0,3.0,21,12716.0,1,56
C17,Owned,Joint,Yes,X1,5.0,3.0,16,13619.2,1,43
C1,Owned,Individual,No,X1,14.0,1.0,16,15834.0,1,53
C3,Rented,Individual,No,X1,12.0,4.0,22,18368.0,1,75
C1,Owned,Individual,No,X5,9.0,1.0,5,22656.0,0,61
C3,Owned,Individual,No,X1,5.0,3.0,20,8700.0,0,20
C13,Rented,Individual,No,X2,5.0,3.0,4,5752.0,0,22
C6,Rented,Joint,Yes,X1,2.0,1.0,17,18536.0,0,40
C3,Owned,Joint,Yes,X1,5.0,3.0,18,28582.4,0,67
C2,Rented,Individual,No,X1,5.0,3.0,18,14352.0,0,68
